facility_id,County,Licensed_Capacity,Medicaid_Contract_Flag,Specialty,Contract,n_inspections,n_investigations,n_enforcement,n_civil_fines,n_stop_placement,n_conditions,phone_shared_count,RF03_multi_home_operator,RF08_network_cluster,high_complaint_load,has_enforcement,has_stop_placement,has_condition,RF06_exclusion_match,latest_enforcement_year
OR-F00349,Clackamas,54,Yes,"RCF, Memory Care",Medicaid,7,3,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00205,Clackamas,53,Yes,NF,Medicaid,17,9,0,0,0,0,1,False,False,True,False,False,False,False,
OR-F00136,Clackamas,5,No,AFH,,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00214,Clackamas,71,Yes,NF,Medicaid,14,9,0,0,0,0,1,False,False,True,False,False,False,False,
OR-F00308,Clackamas,70,Yes,"RCF, Memory Care",Medicaid,6,3,1,0,0,1,1,False,False,True,True,False,True,False,
OR-F00475,Clackamas,5,Yes,AFH,Medicaid,7,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00580,Clackamas,5,Yes,AFH,Medicaid,5,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00647,Clackamas,64,No,ALF,,6,1,2,0,0,2,2,True,False,False,True,False,True,False,
OR-F00333,Clackamas,28,No,"RCF, Memory Care",,8,3,2,0,0,2,2,True,False,True,True,False,True,False,
OR-F00226,Clackamas,5,Yes,AFH,Medicaid,8,2,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00740,Clackamas,5,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00078,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00045,Clackamas,5,Yes,AFH,Medicaid,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00744,Clackamas,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00069,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00389,Clackamas,5,No,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00637,Clackamas,100,Yes,ALF,Medicaid,6,1,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00640,Clackamas,85,No,ALF,,6,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00317,Clackamas,16,No,"RCF, Memory Care",,5,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00675,Clackamas,58,Yes,ALF,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00215,Clackamas,96,Yes,NF,Medicaid,19,14,0,0,0,0,1,False,False,True,False,False,False,False,
OR-F00487,Clackamas,1,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00157,Clackamas,5,No,AFH,,6,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00342,Clackamas,72,Yes,"RCF, Memory Care",Medicaid,10,5,2,0,0,2,1,False,False,True,True,False,True,False,
OR-F00031,Clackamas,3,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00718,Clackamas,4,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00671,Clackamas,72,Yes,ALF,Medicaid,7,2,5,0,0,5,2,True,False,False,True,False,True,False,
OR-F00327,Clackamas,52,Yes,"RCF, Memory Care",Medicaid,8,3,5,0,0,5,2,True,False,True,True,False,True,False,
OR-F00612,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00623,Clackamas,4,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00758,Clackamas,5,No,AFH,,4,1,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00056,Clackamas,5,No,AFH,,0,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00415,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00526,Clackamas,5,No,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00063,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00672,Clackamas,87,No,ALF,,4,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00217,Clackamas,74,Yes,NF,Medicaid,9,7,0,0,0,0,2,True,False,True,False,False,False,False,
OR-F00630,Clackamas,21,No,ALF,,7,1,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00363,Clackamas,92,No,ALF,,2,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00654,Clackamas,97,No,ALF,,6,2,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00655,Clackamas,77,No,ALF,,6,2,1,0,0,1,2,True,False,False,True,False,True,False,
OR-F00632,Clackamas,85,Yes,ALF,Medicaid,5,1,1,0,0,1,2,True,False,False,True,False,True,False,
OR-F00645,Clackamas,16,No,ALF,,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00384,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00091,Clackamas,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00011,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00129,Clackamas,3,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00352,Clackamas,15,Yes,RCF,Medicaid,3,0,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00473,Clackamas,5,Yes,AFH,Medicaid,4,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00418,Clackamas,5,No,AFH,,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00002,Clackamas,1,No,AFH,,1,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00012,Clackamas,5,No,AFH,,0,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00735,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00036,Clackamas,5,Yes,AFH,Medicaid,14,2,1,0,0,1,1,False,False,False,True,False,True,False,
OR-F00753,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00200,Clackamas,7,No,NF,,5,1,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00309,Clackamas,21,No,"RCF, Memory Care",,3,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00634,Clackamas,50,No,ALF,,2,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00306,Clackamas,47,No,RCF,,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00231,Clackamas,5,Yes,AFH,Medicaid,5,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00017,Clackamas,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00196,Clackamas,92,Yes,NF,Medicaid,25,18,2,0,0,2,1,False,False,True,True,False,True,False,
OR-F00589,Clackamas,5,Yes,AFH,Medicaid,3,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00052,Clackamas,5,No,AFH,,2,0,0,0,0,0,2,True,False,False,False,False,False,False,
OR-F00410,Clackamas,5,Yes,AFH,Medicaid,7,0,0,0,0,0,1,False,False,False,False,False,False,False,
OR-F00037,Clackamas,5,Yes,AFH,Medicaid,2,0,0,0,0,0,1,False,False,False,False,False,False,False,
